player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Darrius Moragne,76845,ED,KANSAS,12,0,,,0.3,,,0,0,0,,198,65.2,69.6,40.9,64.7,71.2,48.0,0,,66.7,2,0,3,0.0,0,1,307,4,1,0,0,0,0,0.0,
Terrance Taylor,76852,ED,TOLEDO,9,0,,,4.5,,,0,0,0,,316,63.9,77.1,27.5,71.7,80.4,60.8,0,,50.0,1,0,2,0.0,0,8,178,3,1,0,0,0,0,0.0,
Jawon Denton,76855,ED,N ILLINOIS,6,0,,,20.0,,,0,0,0,,254,61.0,62.0,78.7,59.0,63.6,75.2,0,,,0,0,0,0.0,0,5,25,0,0,0,0,0,0,0.0,
Jalen Redmond,76861,DI,OKLAHOMA,13,2,,,1.0,,,0,0,0,,261,56.9,82.6,82.6,76.3,83.3,75.7,0,,25.0,1,0,0,0.0,0,2,200,7,1,0,0,0,0,0.0,
John Morgan III,76865,ED,PITTSBURGH,13,2,,,0.8,,,1,0,0,,268,63.2,69.8,23.6,66.3,71.3,82.5,0,,33.3,1,0,2,0.0,0,1,122,2,0,0,0,0,0,0.0,
Rondell Bothroyd,76873,DI,WAKE,12,1,,,1.2,,,0,0,0,,339,57.5,72.7,85.8,72.2,69.3,64.7,0,,37.5,3,0,0,0.0,0,3,249,6,4,0,0,0,0,0.0,
Royce Francis,76876,ED,WAKE,11,2,,,1.3,,,0,0,0,,339,60.7,69.1,82.0,55.9,74.1,80.3,0,,0.0,0,0,0,0.0,0,1,75,0,0,0,0,0,0,0.0,
T.K. Chimedza,76883,DI,GA TECH,12,0,,,0.5,,,0,0,0,,176,57.2,54.5,66.4,62.7,51.6,67.6,0,,25.0,1,0,1,0.0,0,1,204,3,3,0,0,0,0,0.0,
Curtis Ryans,76884,ED,GA TECH,8,1,,,10.7,,,0,0,0,,176,69.1,71.6,81.5,56.8,75.3,70.4,0,,0.0,0,0,0,0.0,0,6,56,1,1,0,0,0,0,0.0,
Eli Adams,76886,ED,VA TECH,12,0,18.0,100.0,13.2,17.0,17.0,0,0,0,0.0,337,57.3,64.7,25.3,61.7,70.9,82.8,0,25,,0,0,2,158.3,1,18,136,0,0,1,1,25,7,1.5,25.0
Jaevon Becton,76887,ED,VA TECH,10,0,1.0,0.0,10.3,,12.0,1,0,0,0.0,337,54.2,52.5,15.2,54.5,58.7,34.1,0,,,0,0,2,39.6,0,12,116,1,0,1,0,0,0,0.0,
Greg Rousseau,76889,ED,MIAMI FL,13,0,14.3,66.7,5.1,7.5,5.0,0,0,0,0.0,220,56.2,76.2,71.0,80.7,68.9,59.5,0,30,40.0,4,0,1,99.3,2,15,295,19,6,3,0,30,6,2.0,15.0
Randy Charlton,76902,ED,UCF,10,0,-1.0,100.0,9.1,16.0,16.0,0,0,0,0.0,323,68.2,71.6,18.2,65.5,75.4,78.6,0,3,0.0,0,0,3,79.2,1,16,176,2,2,1,0,3,4,0.2,3.0
Landon Woodson,76904,ED,UCF,10,1,,,3.8,,,0,0,0,,323,63.8,65.0,44.5,63.7,62.3,63.7,0,,20.0,1,0,1,0.0,0,4,106,4,3,0,0,0,0,0.0,
Logan Hall,76919,DI,HOUSTON,12,0,,,0.5,,,0,0,0,,182,60.1,63.4,83.0,62.9,60.9,66.0,0,,,0,0,0,0.0,0,1,198,0,0,0,0,0,0,0.0,
Moro Ojomo,76927,DI,TEXAS,13,0,6.0,0.0,0.5,,1.0,0,0,0,0.0,311,59.1,75.6,85.8,67.2,77.8,70.0,0,,,0,0,0,39.6,0,1,208,0,0,1,0,0,0,0.0,
Karl Brooks,76941,ED,BOWL GREEN,12,0,3.0,50.0,8.1,23.0,11.5,1,0,0,0.0,122,60.8,74.2,17.2,81.5,70.3,67.1,1,9,25.0,1,0,5,22.9,1,23,284,8,3,2,0,9,12,0.4,9.0
Andre Carter,76957,ED,W MICHIGAN,13,0,,,0.9,,,2,0,0,,347,63.6,65.3,0.0,67.5,68.4,62.5,0,,66.7,2,0,5,0.0,0,2,223,4,1,0,0,0,0,0.0,
Braden Fiske,76958,DI,W MICHIGAN,12,0,,,1.4,,,0,0,0,,347,58.4,66.0,83.0,58.9,69.1,38.4,0,,66.7,2,0,0,0.0,0,2,141,2,1,0,0,0,0,0.0,
Mikey Haney,76969,ED,E MICHIGAN,13,1,,,0.9,,,1,0,0,,160,57.5,56.9,49.5,54.4,60.2,73.9,0,,33.3,1,0,2,0.0,0,2,216,2,1,0,0,0,0,0.0,
Shawn Simeon,76970,ED,E MICHIGAN,13,1,11.0,100.0,4.9,10.0,10.0,1,0,0,0.0,160,74.3,63.2,21.6,55.8,70.9,52.9,0,11,50.0,5,0,3,112.5,1,11,224,5,4,1,0,11,0,1.1,11.0
Turan Rush,76971,ED,E MICHIGAN,13,1,-2.0,100.0,2.6,9.0,9.0,1,0,0,0.0,160,73.0,64.5,62.9,67.2,58.6,64.3,0,6,25.0,2,0,2,91.7,1,9,342,6,5,1,0,6,8,0.7,6.0
Habakkuk Baldonado,76972,ED,PITTSBURGH,13,1,-1.0,0.0,0.4,,1.0,1,0,0,0.0,268,59.5,76.6,86.1,70.8,76.6,86.5,0,,0.0,0,0,1,39.6,0,1,231,4,0,1,0,0,0,0.0,
Amir Siddiq,76973,ED,C MICHIGAN,12,0,,,2.6,,,0,0,0,,134,65.5,68.9,38.0,63.8,67.1,46.5,0,,0.0,0,0,1,0.0,0,2,77,1,1,0,0,0,0,0.0,
LaQuan Johnson Jr.,76978,ED,C MICHIGAN,13,1,4.5,50.0,2.5,9.0,4.5,0,0,0,0.0,134,59.2,75.7,59.6,78.9,69.4,42.4,0,22,20.0,1,0,2,89.6,1,9,363,6,3,2,0,22,11,2.4,22.0
Cole Baker,76979,DI,OHIO,12,1,,,0.4,,,0,0,0,,259,55.9,72.1,65.1,63.5,77.1,60.9,0,,50.0,3,0,1,0.0,0,1,248,4,2,0,0,0,0,0.0,
Tahj Rice,76993,DI,DUKE,11,0,,,1.4,,,0,0,0,,154,62.0,57.7,31.0,63.8,54.1,25.4,0,,50.0,1,0,1,0.0,0,1,71,1,1,0,0,0,0,0.0,
Alim McNeill,76996,DI,NC STATE,12,0,,,1.2,,,1,0,0,,248,48.7,79.4,69.7,80.8,77.1,37.0,0,,0.0,0,0,1,0.0,0,3,255,6,1,0,0,0,0,0.0,
Jelani Brown,77018,DI,KANSAS,12,1,-7.0,0.0,0.8,,2.0,0,0,2,200.0,198,82.8,60.1,73.7,54.1,60.1,72.3,0,,0.0,0,1,1,39.6,0,2,251,0,0,1,0,0,0,0.0,
DeShondrick Foxworth,77026,DI,BUFFALO,4,0,,,2.6,,,0,0,0,,126,60.8,62.0,77.5,65.2,57.3,76.5,0,,0.0,0,0,0,0.0,0,1,39,3,2,0,0,0,0,0.0,
Eddie Wilson,77027,DI,BUFFALO,13,0,,,0.5,,,0,0,0,,126,59.2,72.3,39.2,68.0,74.3,60.4,0,,,0,0,2,0.0,0,1,188,3,0,0,0,0,0,0.0,
Amari Gainer,77091,ED,FLORIDA ST,13,2,3.2,71.4,43.6,9.9,7.0,1,0,1,4.8,167,73.8,76.0,32.8,69.7,78.5,69.2,0,29,19.0,4,0,3,83.6,15,153,351,15,15,21,0,111,78,0.8,7.4
Wendell Davis Jr.,77095,LB,PITTSBURGH,4,0,-2.0,100.0,65.0,13.0,13.0,0,0,0,0.0,268,50.7,43.4,74.5,60.0,42.3,76.0,0,18,0.0,0,0,0,118.8,1,13,20,1,1,1,0,18,20,1.4,18.0
Robert Hicks,77097,ED,LOUISVILLE,6,0,-2.0,0.0,47.8,,10.0,0,0,0,0.0,210,63.7,60.6,79.7,55.3,59.8,31.2,0,,,0,0,0,39.6,0,11,23,0,0,1,0,0,0,0.0,
Quen Head,77098,LB,LOUISVILLE,7,0,-3.3,100.0,91.2,10.0,10.0,0,0,0,0.0,210,58.7,68.1,76.0,58.7,81.3,50.2,0,5,50.0,1,0,0,83.3,3,31,34,0,1,3,0,12,22,0.4,4.0
Yasir Abdullah,77100,ED,LOUISVILLE,12,4,3.2,66.7,37.1,10.8,7.2,0,0,0,0.0,210,71.2,65.7,88.2,57.7,63.8,79.0,1,22,0.0,0,0,0,74.1,6,69,186,6,10,9,1,41,29,0.6,6.8
Nick DeNucci,77101,LB,BOSTON COL,1,1,-2.0,100.0,50.0,2.0,2.0,0,0,0,0.0,121,71.2,79.5,73.5,66.9,69.9,79.1,0,-1,0.0,0,0,0,79.2,1,2,4,0,0,1,0,-1,1,-0.5,-1.0
Joe Sparacio,77102,S,BOSTON COL,12,3,5.1,80.6,85.5,7.0,5.7,0,0,1,2.8,121,46.0,50.5,89.0,51.8,56.8,42.5,1,41,22.7,5,0,0,124.1,29,213,249,7,14,36,3,356,230,1.7,12.3
Hugh Davis,77103,LB,BOSTON COL,6,1,5.0,50.0,88.9,15.0,7.5,0,0,0,0.0,121,52.2,55.6,78.6,59.8,58.9,64.4,0,0,50.0,1,0,0,56.3,1,16,18,0,0,2,0,0,4,0.0,0.0
Evan Stewart,77104,LB,BOSTON COL,1,0,,,100.0,,,0,0,0,,121,60.4,62.2,72.2,,61.5,74.3,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Jacorey Johns,77105,ED,WAKE,13,1,0.6,80.0,16.6,14.5,11.6,0,0,0,0.0,339,49.9,65.8,90.5,62.6,70.2,72.6,0,19,25.0,2,0,0,115.0,4,61,368,6,5,5,0,58,61,1.0,14.5
Ryan Smenda Jr.,77106,LB,WAKE,13,3,4.7,64.0,85.4,21.9,14.0,0,1,2,8.0,339,70.9,67.3,60.0,74.8,59.0,56.9,1,33,8.0,2,2,1,68.6,16,362,424,12,20,25,0,179,158,0.5,11.2
Juan Wallace,77110,LB,SYRACUSE,4,0,12.5,50.0,68.3,28.0,14.0,0,0,0,0.0,304,55.6,61.7,74.4,52.3,71.4,82.9,0,14,0.0,0,0,0,72.9,1,28,41,0,2,2,0,14,1,0.5,14.0
Lakiem Williams,77111,LB,SYRACUSE,12,1,5.0,80.8,70.0,14.6,11.8,0,1,1,3.8,304,63.5,61.1,60.9,64.9,57.2,56.0,0,23,23.1,6,1,1,96.6,21,322,460,9,19,26,0,187,104,0.6,8.9
Matthew Flint,77114,LB,N CAROLINA,1,0,,,100.0,,,0,0,0,,245,60.3,62.6,67.5,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Jordan Domineck,77116,ED,GA TECH,7,3,13.0,100.0,12.9,8.5,8.5,1,0,0,0.0,176,55.8,59.0,24.4,71.4,51.4,68.2,0,64,25.0,2,0,2,118.8,2,18,140,3,3,2,0,77,51,4.5,38.5
Quez Jackson,77117,LB,GA TECH,12,3,3.3,58.3,84.1,17.1,10.0,0,1,1,8.3,176,64.8,64.3,44.0,58.6,64.1,61.8,0,21,16.7,1,1,1,76.7,7,132,157,1,2,12,0,75,46,0.6,10.7
Shaka Heyward,77120,LB,DUKE,10,1,8.5,50.0,75.1,41.8,20.9,0,1,1,12.5,154,71.2,66.7,83.4,60.9,61.8,62.5,1,7,30.8,4,1,0,56.3,4,178,237,6,8,8,1,21,17,0.1,5.3
Rocky Shelton II,77121,LB,DUKE,2,0,,,83.3,,,0,0,0,,154,61.8,63.3,73.8,68.1,58.6,76.1,0,,,0,0,0,0.0,0,5,6,0,0,0,0,0,0,0.0,
Dax Hollifield,77124,LB,VA TECH,13,8,5.0,73.9,84.0,18.0,13.3,0,0,0,0.0,337,69.3,63.6,84.3,70.6,54.1,64.9,3,32,4.3,1,0,0,55.4,17,320,381,8,14,23,0,173,102,0.6,10.2
Alan Tisdale,77125,LB,VA TECH,11,3,3.4,93.8,81.1,9.9,9.3,0,0,3,18.8,337,62.2,66.2,84.0,68.8,64.6,58.2,0,27,31.6,6,2,0,108.3,15,154,190,9,10,16,0,160,133,1.1,10.7
Keshon Artis,77126,LB,VA TECH,2,0,,,83.3,,,0,0,0,,337,51.8,64.7,72.6,60.0,73.6,76.1,0,,0.0,0,0,0,0.0,0,5,6,0,1,0,0,0,0,0.0,
Payton Wilson,77127,LB,NC STATE,11,2,6.4,72.7,76.1,16.8,12.2,0,0,3,27.3,248,69.9,63.4,0.0,67.0,60.6,69.5,1,17,26.3,5,3,3,48.7,8,137,180,5,12,11,0,63,26,0.5,7.9
Calvin Hart Jr.,77128,LB,NC STATE,11,0,4.9,71.4,89.6,23.8,17.0,0,0,1,14.3,248,64.3,51.7,84.0,63.0,41.7,72.2,0,24,0.0,0,1,0,139.3,5,120,134,5,8,7,1,64,60,0.5,12.8
Alex Gray,77129,LB,NC STATE,1,0,,,80.0,,,0,0,0,,248,72.6,59.7,73.6,57.3,43.0,75.8,0,,0.0,0,0,0,0.0,0,8,10,2,2,0,0,0,0,0.0,
Seth Williams,77131,LB,NC STATE,1,0,,,33.3,,,0,0,0,,248,60.0,55.9,68.0,58.7,56.1,73.0,0,,,0,0,0,0.0,0,1,3,0,0,0,0,0,0,0.0,
Darian Stephenson,77132,LB,MIAMI FL,1,0,-6.0,0.0,100.0,,3.0,0,0,0,0.0,220,50.3,32.3,71.0,,46.0,73.1,0,,,0,0,0,39.6,0,3,3,0,0,1,0,0,0,0.0,
Patrick Joyner Jr.,77133,LB,MIAMI FL,1,0,,,50.0,,,0,0,0,,220,60.0,62.4,68.4,59.5,61.8,,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Mike Jones Jr.,77134,LB,CLEMSON,11,2,8.0,62.5,72.0,10.8,6.8,0,0,1,12.5,140,64.9,72.3,10.0,73.5,78.1,74.6,0,34,11.1,1,1,1,91.1,5,54,75,2,6,8,0,71,27,1.3,14.2
Jake Venables,77135,LB,CLEMSON,14,1,0.3,88.9,72.4,9.4,8.3,0,0,0,0.0,140,66.2,74.2,80.6,53.2,80.3,71.5,0,19,14.3,1,0,0,91.7,8,76,105,6,5,9,0,54,51,0.7,6.8
DaeSean Winston,77142,S,TEMPLE,9,1,14.7,45.5,99.0,20.4,9.3,0,1,2,18.2,306,67.7,66.1,82.6,58.7,60.7,74.4,0,42,8.3,1,1,0,108.7,5,104,105,1,10,11,2,77,12,0.8,15.4
Boaz Pogue,77144,CB,TEMPLE,4,0,5.3,66.7,100.0,10.5,7.0,0,0,0,0.0,306,60.8,57.2,76.2,,51.5,27.6,0,13,,0,0,0,81.3,2,21,21,0,0,3,0,17,3,0.8,8.5
